,level_0,index,article_name,country,revision_id,scores,population
27611,27611,2762,Francesco Forgione (politician),Italy,713473671,Stub,60600000
27612,27612,2825,Meuccio Ruini,Italy,713841191,Stub,60600000
27613,27613,2826,Umberto Zanotti Bianco,Italy,713841237,Stub,60600000
27614,27614,2919,Guglielmo Picchi,Italy,714317479,Stub,60600000
27615,27615,2953,Alberto Giorgetti,Italy,714429847,Stub,60600000
27616,27616,3177,Francesco Coppola,Italy,714996923,Start,60600000
27617,27617,3237,Nerio Giovanazzi,Italy,715255368,Stub,60600000
27618,27618,3296,Carlo Fadda,Italy,715465186,Stub,60600000
27619,27619,3309,Oliverotto Euffreducci,Italy,715493069,Start,60600000
27620,27620,3495,Carlo Ginori,Italy,716100141,Stub,60600000
27621,27621,3522,Sergio Chiamparino,Italy,716244553,Stub,60600000
27622,27622,3536,Pandolfo Petrucci,Italy,716381187,Start,60600000
27623,27623,3609,Opicino Spinola,Italy,716696406,Stub,60600000
27624,27624,3610,Battista Spinola,Italy,716696548,Stub,60600000
27625,27625,3705,Mario Maiolo,Italy,717111801,Stub,60600000
27626,27626,3717,Alessandro Dudan,Italy,717184100,Start,60600000
27627,27627,3734,Giovanni Paterniti,Italy,717266654,Stub,60600000
27628,27628,3739,Giacomo Maria Brignole,Italy,717334705,Stub,60600000
27629,27629,3817,Aurelio Saliceti,Italy,717400366,Stub,60600000
27630,27630,3825,Giacinto Collegno,Italy,717441043,Stub,60600000
27631,27631,3855,John Fabriacus,Italy,717530372,Stub,60600000
27632,27632,3874,Puccio Pucci (politician),Italy,717575032,Stub,60600000
27633,27633,3901,Riccardo Sarfatti,Italy,717625035,Start,60600000
27634,27634,4002,Vittorio Claudio Surdo,Italy,717906730,Stub,60600000
27635,27635,4069,Alvise Pisani,Italy,718131109,Stub,60600000
27636,27636,4117,Bartolomeo Panciatichi,Italy,718400728,Start,60600000
27637,27637,4131,Pandolfo Savelli,Italy,718450827,Stub,60600000
27638,27638,4155,Ulisse Dini,Italy,718606666,C,60600000
27639,27639,4208,Angelo Vassallo,Italy,718776009,Stub,60600000
27640,27640,4254,Elio Vito,Italy,718958697,Stub,60600000
27641,27641,4308,Francesco Vettori,Italy,719059117,Stub,60600000
27642,27642,4505,Giustino Fortunato,Italy,719937371,Start,60600000
27643,27643,4517,Monaldo Leopardi,Italy,719988911,Stub,60600000
27644,27644,4632,Girolamo Simoncelli (1817–1852),Italy,720340518,Stub,60600000
27645,27645,4695,Lucio D'Ubaldo,Italy,720507685,Stub,60600000
27646,27646,4697,Girolamo Cappello,Italy,720518143,Stub,60600000
27647,27647,4845,Corrado Clini,Italy,720924947,Start,60600000
27648,27648,4847,Piero Gnudi,Italy,720929905,Start,60600000
27649,27649,4927,Giovanni Battista Balbis,Italy,721056103,Stub,60600000
27650,27650,4942,Manfredo Manfredi,Italy,721135001,Stub,60600000
27651,27651,4958,Luigi Pizzardi,Italy,721205135,Stub,60600000
27652,27652,4964,Camillo Casarini,Italy,721250736,Stub,60600000
27653,27653,5034,Guido Carli,Italy,721604280,Stub,60600000
27654,27654,5051,Maria Rygier,Italy,721669643,Start,60600000
27655,27655,5057,Augusto Pierantoni,Italy,721703490,Start,60600000
27656,27656,5217,Tommaso Bisagno,Italy,722362435,Stub,60600000
27657,27657,5282,Massimo Andrea Leggeri,Italy,722586904,Stub,60600000
27658,27658,5358,Gratus (consul 280),Italy,722956416,Stub,60600000
27659,27659,5359,Vettius Gratus (consul 250),Italy,722956986,Stub,60600000
27660,27660,5435,List of Italian convicted MPs,Italy,723183335,B,60600000
27661,27661,5540,Cicco Simonetta,Italy,723577845,B,60600000
27662,27662,5552,Pompeo Gabrielli,Italy,723640156,Start,60600000
27663,27663,5769,Vincenzo Fontana (politician),Italy,724288447,Stub,60600000
27664,27664,6128,Mino Celsi,Italy,725363564,Stub,60600000
27665,27665,6129,Angelo Raffaele Dinardo,Italy,725369423,Stub,60600000
27666,27666,6134,Filippo Mariotti,Italy,725392930,Stub,60600000
27667,27667,6182,Gabriele Adinolfi,Italy,725622613,Start,60600000
27668,27668,6259,Ermanno Gorrieri,Italy,726263404,Stub,60600000
27669,27669,6276,Niccolò Ghedini,Italy,726535415,Stub,60600000
27670,27670,6415,Francesco II Sforza,Italy,726681143,Start,60600000
27671,27671,6447,Samuel Alatri,Italy,726751530,Start,60600000
27672,27672,6512,Antonio Aldini,Italy,727133582,Stub,60600000
27673,27673,6528,Leone Wollemborg,Italy,727404597,Start,60600000
27674,27674,6546,Henri Cernuschi,Italy,727617316,Start,60600000
27675,27675,6570,Bonincontro Morigia,Italy,727837605,Start,60600000
27676,27676,6700,Renzo Marangon,Italy,728839543,Stub,60600000
27677,27677,6713,"Gennaro Spinelli, Prince of Cariati",Italy,729001576,Start,60600000
27678,27678,6781,Giovanni II Participazio,Italy,729693747,Stub,60600000
27679,27679,6782,Giovanni I Participazio,Italy,729693756,Start,60600000
27680,27680,6817,Giovanni Battista Sommariva,Italy,729991639,Stub,60600000
27681,27681,6824,List of Italian politicians,Italy,730014800,Stub,60600000
27682,27682,7086,Maria Goia,Italy,732070138,Stub,60600000
27683,27683,7092,Giovanni Conti (politician),Italy,732155571,Stub,60600000
27684,27684,7237,Giovanni Paradisi,Italy,732466394,Stub,60600000
27685,27685,7294,Loris Fortuna,Italy,733078880,Start,60600000
27686,27686,7303,Bonaldo Stringher,Italy,733101881,Start,60600000
27687,27687,7337,Secretary of the Democrats of the Left,Italy,733597051,Stub,60600000
27688,27688,7347,Sallustio Bandini,Italy,733787955,Stub,60600000
27689,27689,7428,Ugo da Parlascio Ebriaco,Italy,733990419,Stub,60600000
27690,27690,7477,Pietro Moscati,Italy,734550538,Start,60600000
27691,27691,7532,Lorenzo Celsi,Italy,735232646,Stub,60600000
27692,27692,7563,Emidio Massi,Italy,735557367,Stub,60600000
27693,27693,7798,Cesare Procaccini,Italy,737272019,Stub,60600000
27694,27694,7956,Filippo Strozzi the Elder,Italy,737800614,Start,60600000
27695,27695,7972,Pietro Grimani,Italy,737930830,Stub,60600000
27696,27696,8106,Quirico Filopanti,Italy,738101868,Start,60600000
27697,27697,8137,Giuseppe Ferrari (philosopher),Italy,738338464,Start,60600000
27698,27698,8222,Luigi Scotti,Italy,738730924,Stub,60600000
27699,27699,8279,Alessandro Minuto-Rizzo,Italy,739000454,Stub,60600000
27700,27700,8307,Marco Bertolotto,Italy,739163481,Start,60600000
27701,27701,8377,Leandro Arpinati,Italy,739482431,Start,60600000
27702,27702,8442,Giovanni Maria Flick,Italy,740299216,Start,60600000
27703,27703,8592,Renzo Bossi,Italy,741352261,Start,60600000
27704,27704,8623,Antonio Beretta,Italy,741628450,Stub,60600000
27705,27705,8626,Alberic II of Spoleto,Italy,741660267,Stub,60600000
27706,27706,8792,Ferdinando Marescalchi,Italy,742702236,C,60600000
27707,27707,8821,Rinaldo Del Bo,Italy,742871239,Stub,60600000
27708,27708,8971,Osvaldo Gnocchi-Viani,Italy,743980377,C,60600000
27709,27709,8977,Giacomo Durazzo,Italy,744026154,Start,60600000
27710,27710,9089,Silvio Benigno Crespi,Italy,744502194,Start,60600000
27711,27711,9117,Antonio Casertano,Italy,744544581,Stub,60600000
27712,27712,9149,Darko Bratina,Italy,744651833,Start,60600000
27713,27713,9284,Giovanni Caracciolo,Italy,745609966,Start,60600000
27714,27714,9376,Giuseppe Soncini,Italy,746038313,Start,60600000
27715,27715,9390,Niccolò da Uzzano,Italy,746111966,Stub,60600000
27716,27716,9443,Cesare Seassaro,Italy,746425514,Stub,60600000
27717,27717,9842,Antonio Tacconi,Italy,748402946,Stub,60600000
27718,27718,9888,Oreste Scalzone,Italy,748635474,Start,60600000
27719,27719,9890,Bruno Bernabei,Italy,748693568,Stub,60600000
27720,27720,9891,Bruno Dettori,Italy,748695635,Stub,60600000
27721,27721,9953,Luigi de' Medici,Italy,748922995,Stub,60600000
27722,27722,10012,Gian Marco Centinaio,Italy,749221141,Stub,60600000
27723,27723,10129,Angelo Geraldini,Italy,749467337,Start,60600000
27724,27724,10245,Ania Pieroni,Italy,749684404,Start,60600000
27725,27725,10287,Giacomo Natoli,Italy,749827616,Stub,60600000
27726,27726,10407,Carlo Emanuele Muzzarelli,Italy,750151708,Start,60600000
27727,27727,10497,Giovanni Preziosi,Italy,750595459,C,60600000
27728,27728,10500,Giovanni II Cornaro,Italy,750620750,Stub,60600000
27729,27729,10518,Giorgio Stracquadanio,Italy,750740165,Start,60600000
27730,27730,10599,Deborah Bergamini,Italy,751373003,Start,60600000
27731,27731,10607,"Carlo Felice Nicolis, conte di Robilant",Italy,751443236,Start,60600000
27732,27732,10700,Roberto Sajeva,Italy,752118238,Stub,60600000
27733,27733,10827,Ugo Rossi,Italy,753192643,Stub,60600000
27734,27734,10874,Stefano Porcari,Italy,753457639,Start,60600000
27735,27735,11024,Silvio Arrivabene Valenti Gonzaga,Italy,754591164,Stub,60600000
27736,27736,11110,Vito Bonsignore,Italy,755153798,Start,60600000
27737,27737,11165,Pietro Ingrao,Italy,755347307,Start,60600000
27738,27738,11354,Giovanni Galbaio,Italy,756420057,Start,60600000
27739,27739,11602,Vito Nunziante,Italy,756795147,Start,60600000
27740,27740,11845,Ezio Bartalini,Italy,757047740,Stub,60600000
27741,27741,12668,Giuseppe Ayala,Italy,757344991,Start,60600000
27742,27742,12669,Franco Bassanini,Italy,757344999,Start,60600000
27743,27743,12670,Massimo Cialente,Italy,757345012,Stub,60600000
27744,27744,12671,Giuseppe Civati,Italy,757345016,Stub,60600000
27745,27745,12672,Carlo Carli (Italian politician),Italy,757345023,Stub,60600000
27746,27746,12673,Francesco Giacobbe,Italy,757345034,Stub,60600000
27747,27747,12674,Vito De Filippo,Italy,757345039,Stub,60600000
27748,27748,12675,Corradino Mineo,Italy,757345047,Stub,60600000
27749,27749,12676,Paolo Di Laura Frattura,Italy,757345048,Stub,60600000
27750,27750,12677,Luigi Lusi,Italy,757345071,Stub,60600000
27751,27751,12678,Jean-Léonard Touadi,Italy,757345079,Stub,60600000
27752,27752,12680,Lia Quartapelle,Italy,757345258,Start,60600000
27753,27753,12782,Alessia Morani,Italy,757538602,Stub,60600000
27754,27754,12784,Donatella Albano,Italy,757538699,Stub,60600000
27755,27755,12785,Maria Rita Lorenzetti,Italy,757538816,Stub,60600000
27756,27756,12787,Silvana Amati,Italy,757538918,Stub,60600000
27757,27757,12883,Lorenzo Acquarone,Italy,757560755,Stub,60600000
27758,27758,12884,Giuseppe Fioroni,Italy,757560766,Stub,60600000
27759,27759,12885,Federico Comandini,Italy,757560845,Stub,60600000
27760,27760,12886,Tristano Codignola,Italy,757560852,Stub,60600000
27761,27761,12887,Nicola Adamo,Italy,757560913,Stub,60600000
27762,27762,12888,Giovanni Gallo,Italy,757560937,Stub,60600000
27763,27763,12889,Ferruccio Ghinaglia,Italy,757560941,Start,60600000
27764,27764,12890,Lucio Magri,Italy,757560956,Start,60600000
27765,27765,12891,Concetto Marchesi,Italy,757560969,Stub,60600000
27766,27766,12892,Vittorio Badini Confalonieri,Italy,757561087,Stub,60600000
27767,27767,12893,Raffaele De Caro,Italy,757561091,Stub,60600000
27768,27768,12894,Piero Aiello,Italy,757561292,Stub,60600000
27769,27769,12895,Nicola Di Girolamo,Italy,757561304,Stub,60600000
27770,27770,12896,Ugo Cappellacci,Italy,757561316,Stub,60600000
27771,27771,12897,Maurizio Gasparri,Italy,757561327,Start,60600000
27772,27772,12898,Lucio Malan,Italy,757561329,Stub,60600000
27773,27773,12899,Francesco Nitto Palma,Italy,757561337,Stub,60600000
27774,27774,12900,Ugo Intini,Italy,757561460,Stub,60600000
27775,27775,12901,Luigi Preti,Italy,757561467,Stub,60600000
27776,27776,12902,Italo Viglianesi,Italy,757561470,Stub,60600000
27777,27777,12903,Giuseppe Lumia,Italy,757561560,Start,60600000
27778,27778,13091,Arcangelo Sannicandro,Italy,757634476,Stub,60600000
27779,27779,13092,Angelo Buizza,Italy,757634596,Stub,60600000
27780,27780,13093,Vincenzino Culicchia,Italy,757634600,Stub,60600000
27781,27781,13094,Francesco Parisi (politician),Italy,757634609,Stub,60600000
27782,27782,13095,Gualtiero Driussi,Italy,757634611,Stub,60600000
27783,27783,13096,Fernando Di Laura Frattura,Italy,757634620,Stub,60600000
27784,27784,13097,Carlo Alberto Tesserin,Italy,757634637,Stub,60600000
27785,27785,13098,Attilio Piccioni,Italy,757634638,Stub,60600000
27786,27786,13099,Gino Mattarelli,Italy,757634643,Stub,60600000
27787,27787,13100,Franco Restivo,Italy,757634644,Stub,60600000
27788,27788,13101,Giuseppe Medici,Italy,757634651,Stub,60600000
27789,27789,13102,Cesare Merzagora,Italy,757634653,Stub,60600000
27790,27790,13103,Francesco Carmelo Salerno,Italy,757634664,Stub,60600000
27791,27791,13104,Paolo Micolini,Italy,757634684,Stub,60600000
27792,27792,13105,Attilio Ruffini,Italy,757634690,Stub,60600000
27793,27793,13108,Giustina Destro,Italy,757665359,Start,60600000
27794,27794,13111,Renata Polverini,Italy,757665464,Start,60600000
27795,27795,13116,Marta Vincenzi,Italy,757665709,Start,60600000
27796,27796,13270,Vittorio Casarin,Italy,757857178,Stub,60600000
27797,27797,13283,Raffaele Grazia,Italy,757953374,Stub,60600000
27798,27798,13295,Giuseppe Perrucchetti,Italy,757978787,Start,60600000
27799,27799,13300,Carlo Gariglio,Italy,758044477,Stub,60600000
27800,27800,13308,Renato Ruggiero,Italy,758081006,Start,60600000
27801,27801,13325,Niccolò di Buonaccorso,Italy,758259218,Start,60600000
27802,27802,13371,"Scipione Borghese, 10th Prince of Sulmona",Italy,758539233,Start,60600000
27803,27803,13424,"Leopoldo de Gregorio, Marquis of Squillace",Italy,758878804,Start,60600000
27804,27804,13571,Ombretta Colli,Italy,759487151,Start,60600000
27805,27805,13591,Ottaviano Canevari,Italy,759545112,Stub,60600000
27806,27806,13600,Giosuè Fiorentino,Italy,759611796,Stub,60600000
27807,27807,13604,Giovanni Roberti,Italy,759620946,Stub,60600000
27808,27808,13614,Giacinto Menotti Serrati,Italy,759675469,Stub,60600000
27809,27809,13615,Carlo Troya,Italy,759681695,C,60600000
27810,27810,13805,Massimo Tononi,Italy,760526926,Start,60600000
27811,27811,13918,Angelo Alessandri,Italy,761137432,Stub,60600000
27812,27812,13998,Stefano Colonna,Italy,761670535,Stub,60600000
27813,27813,14050,Gianni De Michelis,Italy,761967743,Start,60600000
27814,27814,14095,Paolo Barelli,Italy,762200755,Start,60600000
27815,27815,14175,Pasquale Malipiero,Italy,762676408,Stub,60600000
27816,27816,14189,Giuseppe Salvatore Bellusci,Italy,762765354,Stub,60600000
27817,27817,14235,Francesco Colitto,Italy,763050612,Stub,60600000
27818,27818,14336,Pietro Lunardi,Italy,763453139,Stub,60600000
27819,27819,14354,Giuseppe De Falco,Italy,763537655,Stub,60600000
27820,27820,14372,Alberto Tarchiani,Italy,763631520,Stub,60600000
27821,27821,14463,Giuseppe Grassi (politician),Italy,763872182,Stub,60600000
27822,27822,14495,List of governors of the Province of Trieste,Italy,764023810,Stub,60600000
27823,27823,14521,Filippo Mancuso,Italy,764168051,Stub,60600000
27824,27824,14522,Luigi Gui,Italy,764182044,Start,60600000
27825,27825,14524,Manlio Brosio,Italy,764189046,Start,60600000
27826,27826,14549,Eleonora Forenza,Italy,764337712,Stub,60600000
27827,27827,14556,Domenico Rossi (general),Italy,764364852,Stub,60600000
27828,27828,14561,Mercedes Bresso,Italy,764378754,Start,60600000
27829,27829,14566,Monica Cirinnà,Italy,764443711,Stub,60600000
27830,27830,14726,Giorgio Sonnino,Italy,765120001,Stub,60600000
27831,27831,14802,Antonio Martino,Italy,765409105,Start,60600000
27832,27832,14833,Pietro Tradonico,Italy,765543217,Start,60600000
27833,27833,14867,Jovian Ceparius,Italy,765795169,Stub,60600000
27834,27834,14871,Marcello Tegalliano,Italy,765801575,Stub,60600000
27835,27835,14905,Leopoldo Torlonia,Italy,765932192,Stub,60600000
27836,27836,15013,Silvano Miniati,Italy,766284982,Stub,60600000
27837,27837,15021,Paola Binetti,Italy,766303196,Start,60600000
27838,27838,15037,Giuliano Volpe,Italy,766422362,Stub,60600000
27839,27839,15062,Marta Grande,Italy,766502496,Stub,60600000
27840,27840,15064,Giancarlo Abete,Italy,766507239,Stub,60600000
27841,27841,15169,Gaetano De Sanctis,Italy,767089135,Stub,60600000
27842,27842,15279,Enrico Cialdini,Italy,767531891,Start,60600000
27843,27843,15305,Giorgio Frassineti,Italy,767652535,Start,60600000
27844,27844,15388,Luca Romagnoli,Italy,767937163,Start,60600000
27845,27845,15432,Flaminio Piccoli,Italy,768022653,Stub,60600000
27846,27846,15454,Nello Formisano,Italy,768072213,Stub,60600000
27847,27847,15482,Paolo Cirino Pomicino,Italy,768192522,Start,60600000
27848,27848,15574,Giuseppe Drago,Italy,768561517,Stub,60600000
27849,27849,15649,Giampiero Catone,Italy,768826125,Start,60600000
27850,27850,15763,Imma Battaglia,Italy,769170616,Start,60600000
27851,27851,15850,Umberto Klinger,Italy,769521917,B,60600000
27852,27852,15863,Ramona Badescu,Italy,769585892,Stub,60600000
27853,27853,15926,Giuseppe Ciarrapico,Italy,769835530,Start,60600000
27854,27854,15929,Massimo Morsello,Italy,769862052,Start,60600000
27855,27855,15976,Vincenzo Carollo,Italy,770131732,Stub,60600000
27856,27856,16014,Salvatore Chiantia,Italy,770305547,Stub,60600000
27857,27857,16020,Pasquale Villari,Italy,770333236,Start,60600000
27858,27858,16045,Catiuscia Marini,Italy,770473812,Stub,60600000
27859,27859,16162,Luigi Gasparotto,Italy,770918314,Stub,60600000
27860,27860,16163,Emilio Sereni,Italy,770918972,Stub,60600000
27861,27861,16340,Gustavo Ponza di San Martino,Italy,771194789,Stub,60600000
27862,27862,16343,Luigi Mercatelli,Italy,771197530,Stub,60600000
27863,27863,16344,Vincenzo Filonardi,Italy,771197852,Stub,60600000
27864,27864,16361,Paolo Renier,Italy,771227679,Stub,60600000
27865,27865,16379,Giovanni di Bardo Corsi,Italy,771353238,Start,60600000
27866,27866,16417,Pietro Soddu,Italy,771448847,Stub,60600000
27867,27867,16418,Francesco Ferrari (senator),Italy,771449055,Stub,60600000
27868,27868,16419,Luigi Crespellani,Italy,771449208,Stub,60600000
27869,27869,16426,Antonio Angelucci,Italy,771478048,Stub,60600000
27870,27870,16436,Francesco Schittulli,Italy,771531526,Start,60600000
27871,27871,16443,Giuseppe Pericu,Italy,771584290,Stub,60600000
27872,27872,16444,Claudio Burlando,Italy,771595610,Start,60600000
27873,27873,16477,Gelasio Caetani,Italy,771809360,Start,60600000
27874,27874,16716,Giovanni Malagodi,Italy,772784890,Start,60600000
27875,27875,16764,Mara Bizzotto,Italy,773012939,Stub,60600000
27876,27876,16768,Elisa De Berti,Italy,773022842,Stub,60600000
27877,27877,16779,Luciano Gasperini,Italy,773056915,Stub,60600000
27878,27878,16780,Graziano Girardi,Italy,773057602,Stub,60600000
27879,27879,16783,Giancarlo Scottà,Italy,773065536,Stub,60600000
27880,27880,16784,Stefano Stefani,Italy,773065598,Stub,60600000
27881,27881,16785,Giorgio Vido,Italy,773066857,Stub,60600000
27882,27882,16786,Raffaele Zanon,Italy,773066899,Stub,60600000
27883,27883,16869,Herbert Mayr,Italy,773260879,Stub,60600000
27884,27884,16872,Gaetano Saya,Italy,773272363,Stub,60600000
27885,27885,16940,Teodoro Cottrau,Italy,773594802,Stub,60600000
27886,27886,17197,Giacomo De Martino,Italy,774463701,Stub,60600000
27887,27887,17351,Giovanni Palamara,Italy,774877990,Stub,60600000
27888,27888,17433,Elisabetta Gardini,Italy,775270825,Start,60600000
27889,27889,17447,Alessandro Zan,Italy,775336274,Stub,60600000
27890,27890,17501,Vittorio Cecchi Gori,Italy,775595267,Stub,60600000
27891,27891,17755,Milly D'Abbraccio,Italy,776465351,Start,60600000
27892,27892,17793,Francesco Camero Medici,Italy,776577344,Stub,60600000
27893,27893,17824,Giovanni Cuomo,Italy,776702475,Stub,60600000
27894,27894,17968,Paolo Antonio Soderini,Italy,777053038,Start,60600000
27895,27895,18007,Bartolomeo Scala,Italy,777203480,Stub,60600000
27896,27896,18021,Giuliano Poletti,Italy,777287318,Stub,60600000
27897,27897,18373,Costantino Lazzari,Italy,778224098,Stub,60600000
27898,27898,18374,Tito Oro Nobili,Italy,778224323,Stub,60600000
27899,27899,18375,Ivan Matteo Lombardo,Italy,778225182,Stub,60600000
27900,27900,18377,Valdo Spini,Italy,778226323,Start,60600000
27901,27901,18620,Domenico Leccisi,Italy,778985916,Start,60600000
27902,27902,18695,Carlo Favagrossa,Italy,779133216,Stub,60600000
27903,27903,18740,Barbara Spinelli,Italy,779299983,Stub,60600000
27904,27904,19051,Giuseppe Prina,Italy,779587900,Start,60600000
27905,27905,19307,Leone Azzali,Italy,780299874,Stub,60600000
27906,27906,19310,Leopoldo Baracco,Italy,780308623,Stub,60600000
27907,27907,19409,Linda Lanzillotta,Italy,780616008,Start,60600000
27908,27908,19511,Lorenza Bonaccorsi,Italy,781013357,Start,60600000
27909,27909,19526,Claudia Pastorino,Italy,781072934,Stub,60600000
27910,27910,19559,Mercurino Gattinara,Italy,781180036,B,60600000
27911,27911,19651,Alessandro Contini-Bonacossi,Italy,781444892,Start,60600000
27912,27912,19678,Riccardo Zanella,Italy,781539465,Start,60600000
27913,27913,19720,Baldassarre Bonaiuti,Italy,781751332,C,60600000
27914,27914,19789,Giuseppe Volpi,Italy,781985076,Stub,60600000
27915,27915,19790,List of governors of the Province of Zara,Italy,781985555,Start,60600000
27916,27916,19791,List of prefects of the Province of Istria,Italy,781985625,Stub,60600000
27917,27917,19824,Gabriele Adorno,Italy,782063768,Stub,60600000
27918,27918,19926,Lorenzo Ornaghi,Italy,782294345,Stub,60600000
27919,27919,20010,Ludovico Camangi,Italy,782513230,Stub,60600000
27920,27920,20014,Luigi Porro Lambertenghi,Italy,782525942,Stub,60600000
27921,27921,20019,Luis Durnwalder,Italy,782532247,Start,60600000
27922,27922,20031,Athina Cenci,Italy,782547136,Start,60600000
27923,27923,20267,Rambertino Buvalelli,Italy,783106668,C,60600000
27924,27924,20274,Pina Picierno,Italy,783115148,Start,60600000
27925,27925,20446,Marco Fedi,Italy,783384312,Stub,60600000
27926,27926,20449,Marco Reguzzoni,Italy,783388567,Start,60600000
27927,27927,20529,Mario Beccaria,Italy,783533626,Stub,60600000
27928,27928,20532,Mario Catania,Italy,783534851,Stub,60600000
27929,27929,20538,Mario Zotta,Italy,783545303,Stub,60600000
27930,27930,20548,Marisa Abbondanzieri,Italy,783553798,Stub,60600000
27931,27931,20582,Ettore Beggiato,Italy,783635394,Start,60600000
27932,27932,20746,Bartolomeo II della Scala,Italy,783889378,Stub,60600000
27933,27933,20790,Matteo Agosta,Italy,784003818,Stub,60600000
27934,27934,20800,Renzo De Felice,Italy,784047394,Start,60600000
27935,27935,20962,Giuseppe Falcomatà,Italy,784509082,Stub,60600000
27936,27936,20993,Domingo Belgrano,Italy,784613462,Start,60600000
27937,27937,21073,Leopoldo Franchetti,Italy,784731584,C,60600000
27938,27938,21087,"Luigi, Count Cibrario",Italy,784756298,Start,60600000
27939,27939,21243,Renzo Rabellino,Italy,785072485,Start,60600000
27940,27940,21272,Rocco Girlanda,Italy,785147695,Stub,60600000
27941,27941,21334,Nello Rosselli,Italy,785247762,Stub,60600000
27942,27942,21341,Francesco Carrara (jurist),Italy,785271992,Start,60600000
27943,27943,21446,Ettore Romoli,Italy,785491956,Stub,60600000
27944,27944,21449,Nicola Ottaviani,Italy,785497645,Stub,60600000
27945,27945,21493,Almerigo Grilz,Italy,785594749,Start,60600000
27946,27946,21573,Luigi Maria Bossi,Italy,785841359,Stub,60600000
27947,27947,21642,Giovanni Bacci,Italy,785945697,Stub,60600000
27948,27948,21679,Giancarlo Galan,Italy,786066918,Start,60600000
27949,27949,21680,Massimo Giorgetti,Italy,786067083,Stub,60600000
27950,27950,21681,Marino Finozzi,Italy,786067137,Stub,60600000
27951,27951,21682,Maria Luisa Coppola,Italy,786067170,Stub,60600000
27952,27952,21683,Giancarlo Conta,Italy,786067202,Stub,60600000
27953,27953,21684,Renato Chisso,Italy,786067248,Stub,60600000
27954,27954,21685,Stefano Valdegamberi,Italy,786067416,Start,60600000
27955,27955,21686,Remo Sernagiotto,Italy,786067639,Stub,60600000
27956,27956,21687,Davide Bendinelli,Italy,786067746,Stub,60600000
27957,27957,21688,Manuela Lanzarin,Italy,786068024,Stub,60600000
27958,27958,21750,Massimo Federici,Italy,786201676,Stub,60600000
27959,27959,21757,Francesco Picardi,Italy,786221082,Stub,60600000
27960,27960,21883,Piero Gobetti,Italy,786494932,Start,60600000
27961,27961,21954,Riccardo Nencini,Italy,786681534,Stub,60600000
27962,27962,22168,Saverio Fava,Italy,787021647,Start,60600000
27963,27963,22222,Piero Ginori Conti,Italy,787138253,C,60600000
27964,27964,22237,Silvius Magnago,Italy,787154490,Start,60600000
27965,27965,22340,Lorenzo Cesa,Italy,787283642,Start,60600000
27966,27966,22342,Marco Follini,Italy,787284943,Start,60600000
27967,27967,22359,Michela Montevecchi,Italy,787305410,Stub,60600000
27968,27968,22372,Giuseppe Montanelli,Italy,787312503,Start,60600000
27969,27969,22392,Altero Matteoli,Italy,787333649,Stub,60600000
27970,27970,22410,Andrea Ronchi,Italy,787344446,Start,60600000
27971,27971,22620,Lorenzo Dellai,Italy,787437957,Stub,60600000
27972,27972,22676,Giovanni Pellegrino,Italy,787506234,Start,60600000
27973,27973,22700,Federico Pizzarotti,Italy,787545258,Stub,60600000
27974,27974,22803,Adriano Tilgher (politician),Italy,787732228,Start,60600000
27975,27975,22868,Oldrado da Tresseno,Italy,787845515,Start,60600000
27976,27976,22871,Alberto Ronchey,Italy,787849340,Start,60600000
27977,27977,22893,Carlo Filangieri,Italy,787875617,Start,60600000
27978,27978,22963,Francesco Saverio Salfi,Italy,787928553,Stub,60600000
27979,27979,23273,Gianfranco Rotondi,Italy,788176592,Start,60600000
27980,27980,23408,Simon Doria,Italy,788271591,Start,60600000
27981,27981,23426,"Sir John Acton, 6th Baronet",Italy,788286666,C,60600000
27982,27982,23431,Francesco Guicciardini (politician),Italy,788298055,Stub,60600000
27983,27983,23472,Tommaso Corsini,Italy,788317590,Stub,60600000
27984,27984,23476,Lorenzo Ginori Lisci,Italy,788319626,Stub,60600000
27985,27985,23504,Antonello Petrucci,Italy,788367939,Start,60600000
27986,27986,23566,Angelo Acciaioli di Cassano,Italy,788431791,Stub,60600000
27987,27987,23567,Michele Steno,Italy,788432611,Start,60600000
27988,27988,23569,Galeazzo Visconti (envoy),Italy,788432686,Stub,60600000
27989,27989,23706,Sandro Gozi,Italy,788531314,C,60600000
27990,27990,23759,Ormanno Tedici,Italy,788593417,Stub,60600000
27991,27991,23778,Simone Petrangeli,Italy,788633388,Stub,60600000
27992,27992,24216,Mario Borghezio,Italy,788777146,C,60600000
27993,27993,24217,Pierre Carniti,Italy,788777241,Stub,60600000
27994,27994,24218,Pino Rauti,Italy,788777251,B,60600000
27995,27995,24219,Marco Formentini (politician),Italy,788777316,Stub,60600000
27996,27996,24220,Margherita Boniver,Italy,788777370,Stub,60600000
27997,27997,24221,Adelaide Aglietta,Italy,788777380,Stub,60600000
27998,27998,24222,Nereo Laroni,Italy,788777405,Stub,60600000
27999,27999,24223,Dacia Valent,Italy,788777432,C,60600000
28000,28000,24224,Pancrazio De Pasquale,Italy,788777473,Stub,60600000
28001,28001,24225,Filippo Amedeo,Italy,788778563,Stub,60600000
28002,28002,24226,Ettore Sacchi,Italy,788779036,Start,60600000
28003,28003,24227,Felice Cavallotti,Italy,788779038,Start,60600000
28004,28004,24228,Giovanni Bovio,Italy,788779066,Stub,60600000
